,frequency,gain,plant,distance
147,156895100.0,-68.07259,aloevera,20
148,157961733.3333333,-68.63559,aloevera,20
149,159028366.66666666,-69.19859,aloevera,20
150,160095000.0,-69.76157,aloevera,20
151,161161633.3333333,-68.9856,aloevera,20
152,162228266.66666666,-68.20964,aloevera,20
153,163294900.0,-67.43368,aloevera,20
154,164361533.3333333,-66.65771,aloevera,20
155,165428166.66666666,-65.88174,aloevera,20
156,166494800.0,-66.29005,aloevera,20
157,167561433.3333333,-66.69836,aloevera,20
158,168628066.66666666,-67.10667,aloevera,20
159,169694700.0,-67.51498,aloevera,20
160,170761333.3333333,-67.92328,aloevera,20
161,171827966.66666666,-67.87853,aloevera,20
162,172894600.0,-67.83379,aloevera,20
163,173961233.3333333,-67.78904,aloevera,20
164,175027866.66666666,-67.74429,aloevera,20
165,176094500.0,-67.69954,aloevera,20
166,177161133.3333333,-67.93813,aloevera,20
167,178227766.66666666,-68.17673,aloevera,20
168,179294400.0,-68.41532,aloevera,20
169,180361033.3333333,-68.65392,aloevera,20
170,181427666.66666666,-68.89252,aloevera,20
171,182494300.0,-68.80207,aloevera,20
172,183560933.3333333,-68.71162,aloevera,20
173,184627566.66666666,-68.62118,aloevera,20
174,185694200.0,-68.53073,aloevera,20
175,186760833.3333333,-68.4403,aloevera,20
176,187827466.66666666,-69.10024,aloevera,20
177,188894100.0,-69.76019,aloevera,20
178,189960733.3333333,-70.42013,aloevera,20
179,191027366.66666666,-71.08007,aloevera,20
180,192094000.0,-71.74002,aloevera,20
181,193160633.3333333,-70.98775,aloevera,20
182,194227266.66666666,-70.23547,aloevera,20
183,195293900.0,-69.4832,aloevera,20
184,196360533.3333333,-68.73093,aloevera,20
185,197427166.66666666,-67.97866,aloevera,20
186,198493800.0,-68.02905,aloevera,20
187,199560433.3333333,-68.07944,aloevera,20
188,200627066.66666666,-68.12984,aloevera,20
189,201693700.0,-68.18023,aloevera,20
190,202760333.3333333,-68.23062,aloevera,20
191,203826966.66666666,-68.14985,aloevera,20
192,204893600.0,-68.06908,aloevera,20
193,205960233.3333333,-67.9883,aloevera,20
194,207026866.66666666,-67.90753,aloevera,20
195,208093499.99999997,-67.82675,aloevera,20
196,209160133.3333333,-68.05557,aloevera,20
197,210226766.66666666,-68.28439,aloevera,20
198,211293399.99999997,-68.51321,aloevera,20
199,212360033.3333333,-68.74203,aloevera,20
200,213426666.66666666,-68.97087,aloevera,20
201,214493299.99999997,-69.5563,aloevera,20
202,215559933.3333333,-70.14174,aloevera,20
203,216626566.66666666,-70.72717,aloevera,20
204,217693199.99999997,-71.31261,aloevera,20
205,218759833.3333333,-71.89804,aloevera,20
206,219826466.66666666,-70.82146,aloevera,20
207,220893099.99999997,-69.74489,aloevera,20
208,221959733.3333333,-68.66831,aloevera,20
209,223026366.66666666,-67.59174,aloevera,20
210,224092999.99999997,-66.51517,aloevera,20
211,225159633.3333333,-66.67115,aloevera,20
212,226226266.66666666,-66.82713,aloevera,20
213,227292899.99999997,-66.9831,aloevera,20
214,228359533.3333333,-67.13908,aloevera,20
215,229426166.66666666,-67.29507,aloevera,20
216,230492799.99999997,-67.04929,aloevera,20
217,231559433.3333333,-66.80352,aloevera,20
218,232626066.66666666,-66.55775,aloevera,20
219,233692699.99999997,-66.31197,aloevera,20
220,234759333.3333333,-66.06618,aloevera,20
221,235825966.66666666,-65.83235,aloevera,20
222,236892599.99999997,-65.59852,aloevera,20
223,237959233.3333333,-65.36469,aloevera,20
224,239025866.66666666,-65.13085,aloevera,20
225,240092499.99999997,-64.897,aloevera,20
226,241159133.3333333,-64.94862,aloevera,20
227,242225766.66666666,-65.00023,aloevera,20
228,243292399.99999997,-65.05184,aloevera,20
229,244359033.3333333,-65.10345,aloevera,20
230,245425666.66666666,-65.15506,aloevera,20
231,246492299.99999997,-64.80698,aloevera,20
232,247558933.3333333,-64.45889,aloevera,20
233,248625566.66666666,-64.11081,aloevera,20
234,249692199.99999997,-63.76273,aloevera,20
235,250758833.3333333,-63.41464,aloevera,20
236,251825466.66666666,-63.42507,aloevera,20
237,252892099.99999997,-63.4355,aloevera,20
238,253958733.3333333,-63.44593,aloevera,20
239,255025366.66666666,-63.45636,aloevera,20
240,256091999.99999997,-63.46678,aloevera,20
241,257158633.3333333,-63.06443,aloevera,20
242,258225266.66666666,-62.66208,aloevera,20
243,259291899.99999997,-62.25972,aloevera,20
244,260358533.3333333,-61.85737,aloevera,20
245,261425166.66666666,-61.45502,aloevera,20
246,262491799.99999997,-61.17262,aloevera,20
247,263558433.3333333,-60.89021,aloevera,20
248,264625066.66666666,-60.6078,aloevera,20
249,265691699.99999997,-60.3254,aloevera,20
250,266758333.3333333,-60.043,aloevera,20
251,267824966.66666666,-59.24823,aloevera,20
252,268891600.0,-58.45347,aloevera,20
253,269958233.3333333,-57.6587,aloevera,20
254,271024866.6666666,-56.86394,aloevera,20
255,272091500.0,-56.06918,aloevera,20
256,273158133.3333333,-56.28907,aloevera,20
257,274224766.6666666,-56.50896,aloevera,20
258,275291400.0,-56.72886,aloevera,20
259,276358033.3333333,-56.94875,aloevera,20
260,277424666.6666666,-57.16865,aloevera,20
261,278491300.0,-57.16838,aloevera,20
262,279557933.3333333,-57.16811,aloevera,20
263,280624566.6666666,-57.16785,aloevera,20
264,281691200.0,-57.16758,aloevera,20
265,282757833.3333333,-57.16731,aloevera,20
266,283824466.6666666,-57.11576,aloevera,20
267,284891100.0,-57.06421,aloevera,20
268,285957733.3333333,-57.01266,aloevera,20
269,287024366.6666666,-56.96111,aloevera,20
270,288091000.0,-56.90955,aloevera,20
271,289157633.3333333,-57.06483,aloevera,20
272,290224266.6666666,-57.22011,aloevera,20
273,291290900.0,-57.37539,aloevera,20
274,292357533.3333333,-57.53066,aloevera,20
275,293424166.6666666,-57.68593,aloevera,20
276,294490800.0,-57.40289,aloevera,20
277,295557433.3333333,-57.11984,aloevera,20
278,296624066.6666666,-56.83679,aloevera,20
279,297690700.0,-56.55375,aloevera,20
280,298757333.3333333,-56.27069,aloevera,20
281,299823966.6666666,-56.07367,aloevera,20
282,300890600.0,-55.87664,aloevera,20
283,301957233.3333333,-55.67962,aloevera,20
284,303023866.6666666,-55.48259,aloevera,20
285,304090500.0,-55.28556,aloevera,20
286,305157133.3333333,-55.35547,aloevera,20
287,306223766.6666666,-55.42538,aloevera,20
288,307290400.0,-55.49529,aloevera,20
289,308357033.3333333,-55.56519,aloevera,20
290,309423666.6666666,-55.6351,aloevera,20
291,310490300.0,-55.53532,aloevera,20
292,311556933.3333333,-55.43554,aloevera,20
293,312623566.6666666,-55.33576,aloevera,20
294,313690200.0,-55.23598,aloevera,20
295,314756833.3333333,-55.1362,aloevera,20
296,315823466.6666666,-55.05471,aloevera,20
297,316890100.0,-54.97321,aloevera,20
298,317956733.3333333,-54.89172,aloevera,20
299,319023366.6666666,-54.81023,aloevera,20
300,320090000.0,-54.72873,aloevera,20
301,321156633.3333333,-54.59972,aloevera,20
302,322223266.6666666,-54.47071,aloevera,20
303,323289900.0,-54.34171,aloevera,20
304,324356533.3333333,-54.2127,aloevera,20
305,325423166.6666666,-54.08368,aloevera,20
306,326489800.0,-54.07139,aloevera,20
307,327556433.3333333,-54.0591,aloevera,20
308,328623066.6666666,-54.04681,aloevera,20
309,329689700.0,-54.03452,aloevera,20
310,330756333.3333333,-54.02222,aloevera,20
311,331822966.6666666,-53.82327,aloevera,20
312,332889600.0,-53.62432,aloevera,20
313,333956233.3333333,-53.42537,aloevera,20
314,335022866.6666666,-53.22642,aloevera,20
315,336089500.0,-53.02747,aloevera,20
316,337156133.3333333,-53.00738,aloevera,20
317,338222766.6666666,-52.9873,aloevera,20
318,339289400.0,-52.96721,aloevera,20
319,340356033.3333333,-52.94713,aloevera,20
320,341422666.6666666,-52.92704,aloevera,20
321,342489300.0,-52.93062,aloevera,20
322,343555933.3333333,-52.9342,aloevera,20
323,344622566.6666666,-52.93779,aloevera,20
324,345689200.0,-52.94137,aloevera,20
325,346755833.3333333,-52.94495,aloevera,20
326,347822466.6666666,-52.91582,aloevera,20
327,348889100.0,-52.88669,aloevera,20
328,349955733.3333333,-52.85756,aloevera,20
329,351022366.6666666,-52.82843,aloevera,20
330,352089000.0,-52.7993,aloevera,20
331,353155633.3333333,-52.71791,aloevera,20
332,354222266.6666666,-52.63653,aloevera,20
333,355288900.0,-52.55514,aloevera,20
334,356355533.3333333,-52.47375,aloevera,20
335,357422166.6666666,-52.39238,aloevera,20
336,358488800.0,-52.37652,aloevera,20
337,359555433.3333333,-52.36066,aloevera,20
338,360622066.6666666,-52.3448,aloevera,20
339,361688700.0,-52.32895,aloevera,20
340,362755333.3333333,-52.31309,aloevera,20
341,363821966.6666666,-52.4286,aloevera,20
342,364888600.0,-52.54412,aloevera,20
343,365955233.3333333,-52.65963,aloevera,20
344,367021866.6666666,-52.77514,aloevera,20
345,368088500.0,-52.89066,aloevera,20
346,369155133.3333333,-52.89016,aloevera,20
347,370221766.6666666,-52.88966,aloevera,20
348,371288400.0,-52.88915,aloevera,20
349,372355033.3333333,-52.88865,aloevera,20
350,373421666.6666666,-52.88815,aloevera,20
351,374488300.0,-53.00372,aloevera,20
352,375554933.3333333,-53.11929,aloevera,20
353,376621566.6666666,-53.23485,aloevera,20
354,377688200.0,-53.35042,aloevera,20
355,378754833.3333333,-53.46599,aloevera,20
356,379821466.6666666,-53.28874,aloevera,20
357,380888100.0,-53.1115,aloevera,20
358,381954733.3333333,-52.93425,aloevera,20
359,383021366.6666666,-52.757,aloevera,20
360,384088000.0,-52.57977,aloevera,20
361,385154633.3333333,-52.92028,aloevera,20
362,386221266.6666666,-53.2608,aloevera,20
363,387287900.0,-53.60131,aloevera,20
364,388354533.3333333,-53.94183,aloevera,20
365,389421166.6666666,-54.28234,aloevera,20
366,390487800.0,-54.32756,aloevera,20
367,391554433.3333333,-54.37277,aloevera,20
368,392621066.6666666,-54.41798,aloevera,20
369,393687700.0,-54.46319,aloevera,20
370,394754333.3333333,-54.50841,aloevera,20
371,395820966.6666666,-54.55766,aloevera,20
372,396887600.0,-54.6069,aloevera,20
373,397954233.3333333,-54.65614,aloevera,20
374,399020866.6666666,-54.70539,aloevera,20
375,400087500.0,-54.75462,aloevera,20
376,401154133.3333333,-54.74583,aloevera,20
377,402220766.6666666,-54.73704,aloevera,20
378,403287400.0,-54.72824,aloevera,20
379,404354033.3333333,-54.71945,aloevera,20
380,405420666.6666666,-54.71066,aloevera,20
381,406487300.0,-54.9542,aloevera,20
382,407553933.3333333,-55.19775,aloevera,20
383,408620566.6666666,-55.44129,aloevera,20
384,409687200.0,-55.68484,aloevera,20
385,410753833.3333333,-55.92838,aloevera,20
386,411820466.6666666,-56.27098,aloevera,20
387,412887099.99999994,-56.61357,aloevera,20
388,413953733.3333333,-56.95617,aloevera,20
389,415020366.6666666,-57.29876,aloevera,20
390,416086999.99999994,-57.64135,aloevera,20
391,417153633.3333333,-57.71509,aloevera,20
392,418220266.6666666,-57.78883,aloevera,20
393,419286899.99999994,-57.86256,aloevera,20
394,420353533.3333333,-57.9363,aloevera,20
395,421420166.6666666,-58.01004,aloevera,20
396,422486799.99999994,-58.29477,aloevera,20
397,423553433.3333333,-58.57949,aloevera,20
398,424620066.6666666,-58.86422,aloevera,20
399,425686699.99999994,-59.14894,aloevera,20
400,426753333.3333333,-59.43367,aloevera,20
401,427819966.6666666,-59.38731,aloevera,20
402,428886599.99999994,-59.34094,aloevera,20
403,429953233.3333333,-59.29457,aloevera,20
404,431019866.6666666,-59.2482,aloevera,20
405,432086499.99999994,-59.20183,aloevera,20
406,433153133.3333333,-59.38071,aloevera,20
407,434219766.6666666,-59.55958,aloevera,20
408,435286399.99999994,-59.73846,aloevera,20
409,436353033.3333333,-59.91733,aloevera,20
410,437419666.6666666,-60.09621,aloevera,20
411,438486299.99999994,-60.16378,aloevera,20
412,439552933.3333333,-60.23135,aloevera,20
413,440619566.6666666,-60.29892,aloevera,20
414,441686199.99999994,-60.36649,aloevera,20
415,442752833.3333333,-60.43406,aloevera,20
416,443819466.6666666,-60.46392,aloevera,20
417,444886099.99999994,-60.49379,aloevera,20
418,445952733.3333333,-60.52365,aloevera,20
419,447019366.6666666,-60.55352,aloevera,20
420,448085999.99999994,-60.58338,aloevera,20
421,449152633.3333333,-60.63799,aloevera,20
422,450219266.6666666,-60.6926,aloevera,20
423,451285899.99999994,-60.74722,aloevera,20
424,452352533.3333333,-60.80183,aloevera,20
425,453419166.6666666,-60.85644,aloevera,20
426,454485799.99999994,-61.0764,aloevera,20
427,455552433.3333333,-61.29636,aloevera,20
428,456619066.6666666,-61.51632,aloevera,20
429,457685699.99999994,-61.73627,aloevera,20
430,458752333.3333333,-61.95623,aloevera,20
431,459818966.6666666,-61.79192,aloevera,20
432,460885599.99999994,-61.62761,aloevera,20
433,461952233.3333333,-61.46329,aloevera,20
434,463018866.6666666,-61.29898,aloevera,20
435,464085499.99999994,-61.13466,aloevera,20
436,465152133.3333333,-61.30116,aloevera,20
437,466218766.6666666,-61.46767,aloevera,20
438,467285399.99999994,-61.63417,aloevera,20
439,468352033.3333333,-61.80067,aloevera,20
440,469418666.6666666,-61.96718,aloevera,20
441,470485299.99999994,-61.80909,aloevera,20
442,471551933.3333333,-61.65101,aloevera,20
443,472618566.6666666,-61.49292,aloevera,20
444,473685199.99999994,-61.33484,aloevera,20
445,474751833.3333333,-61.17675,aloevera,20
446,475818466.6666666,-60.99059,aloevera,20
447,476885099.99999994,-60.80442,aloevera,20
448,477951733.3333333,-60.61825,aloevera,20
449,479018366.6666666,-60.43208,aloevera,20
450,480084999.99999994,-60.24591,aloevera,20
451,481151633.3333333,-60.29541,aloevera,20
452,482218266.6666666,-60.3449,aloevera,20
453,483284899.99999994,-60.39439,aloevera,20
454,484351533.3333333,-60.44388,aloevera,20
455,485418166.6666666,-60.49337,aloevera,20
456,486484799.99999994,-60.30166,aloevera,20
457,487551433.3333333,-60.10995,aloevera,20
458,488618066.6666666,-59.91824,aloevera,20
459,489684699.99999994,-59.72652,aloevera,20
460,490751333.3333333,-59.53481,aloevera,20
461,491817966.6666666,-59.56361,aloevera,20
462,492884599.99999994,-59.59241,aloevera,20
463,493951233.3333333,-59.62122,aloevera,20
464,495017866.6666666,-59.65002,aloevera,20
465,496084499.99999994,-59.67881,aloevera,20
466,497151133.3333333,-59.493,aloevera,20
467,498217766.6666666,-59.30718,aloevera,20
468,499284399.99999994,-59.12136,aloevera,20
469,500351033.3333333,-58.93554,aloevera,20
470,501417666.6666666,-58.74973,aloevera,20
471,502484299.99999994,-58.51839,aloevera,20
472,503550933.3333333,-58.28705,aloevera,20
473,504617566.6666666,-58.05571,aloevera,20
474,505684199.99999994,-57.82437,aloevera,20
475,506750833.3333333,-57.59303,aloevera,20
476,507817466.6666666,-57.4467,aloevera,20
477,508884099.99999994,-57.30038,aloevera,20
478,509950733.3333333,-57.15405,aloevera,20
479,511017366.6666666,-57.00773,aloevera,20
480,512083999.99999994,-56.86141,aloevera,20
481,513150633.3333333,-56.97248,aloevera,20
482,514217266.6666666,-57.08354,aloevera,20
483,515283899.99999994,-57.19461,aloevera,20
484,516350533.3333333,-57.30567,aloevera,20
485,517417166.6666666,-57.41674,aloevera,20
486,518483799.99999994,-57.23487,aloevera,20
487,519550433.3333333,-57.053,aloevera,20
488,520617066.6666666,-56.87113,aloevera,20
489,521683699.99999994,-56.68926,aloevera,20
490,522750333.3333333,-56.50739,aloevera,20
491,523816966.6666666,-56.27293,aloevera,20
492,524883599.99999994,-56.03847,aloevera,20
493,525950233.3333333,-55.80401,aloevera,20
494,527016866.6666666,-55.56955,aloevera,20
495,528083499.99999994,-55.3351,aloevera,20
496,529150133.3333333,-55.46141,aloevera,20
497,530216766.6666666,-55.58772,aloevera,20
498,531283399.99999994,-55.71404,aloevera,20
499,532350033.3333333,-55.84035,aloevera,20
500,533416666.6666666,-55.96665,aloevera,20
501,534483299.99999994,-55.78402,aloevera,20
502,535549933.3333333,-55.60138,aloevera,20
503,536616566.6666666,-55.41874,aloevera,20
504,537683200.0,-55.23611,aloevera,20
505,538749833.3333333,-55.05347,aloevera,20
506,539816466.6666666,-54.91505,aloevera,20
507,540883100.0,-54.77663,aloevera,20
508,541949733.3333333,-54.63821,aloevera,20
509,543016366.6666666,-54.49979,aloevera,20
510,544083000.0,-54.36137,aloevera,20
511,545149633.3333333,-54.41244,aloevera,20
512,546216266.6666666,-54.46352,aloevera,20
513,547282900.0,-54.51459,aloevera,20
514,548349533.3333333,-54.56567,aloevera,20
515,549416166.6666666,-54.61674,aloevera,20
516,550482800.0,-54.52271,aloevera,20
517,551549433.3333333,-54.42869,aloevera,20
518,552616066.6666666,-54.33466,aloevera,20
519,553682700.0,-54.24064,aloevera,20
520,554749333.3333333,-54.14661,aloevera,20
521,555815966.6666666,-54.0501,aloevera,20
522,556882600.0,-53.95359,aloevera,20
523,557949233.3333333,-53.85708,aloevera,20
524,559015866.6666666,-53.76057,aloevera,20
525,560082500.0,-53.66407,aloevera,20
526,561149133.3333333,-53.63122,aloevera,20
527,562215766.6666666,-53.59837,aloevera,20
528,563282400.0,-53.56551,aloevera,20
529,564349033.3333333,-53.53266,aloevera,20
530,565415666.6666666,-53.4998,aloevera,20
531,566482300.0,-53.52626,aloevera,20
532,567548933.3333333,-53.55271,aloevera,20
533,568615566.6666666,-53.57917,aloevera,20
534,569682200.0,-53.60562,aloevera,20
535,570748833.3333333,-53.63207,aloevera,20
536,571815466.6666666,-53.56332,aloevera,20
537,572882100.0,-53.49457,aloevera,20
538,573948733.3333333,-53.42582,aloevera,20
539,575015366.6666666,-53.35706,aloevera,20
540,576082000.0,-53.2883,aloevera,20
541,577148633.3333333,-53.24987,aloevera,20
542,578215266.6666666,-53.21144,aloevera,20
543,579281900.0,-53.173,aloevera,20
544,580348533.3333333,-53.13457,aloevera,20
545,581415166.6666666,-53.09614,aloevera,20
546,582481800.0,-52.96685,aloevera,20
547,583548433.3333333,-52.83755,aloevera,20
548,584615066.6666666,-52.70826,aloevera,20
549,585681700.0,-52.57897,aloevera,20
550,586748333.3333333,-52.44967,aloevera,20
551,587814966.6666666,-52.35644,aloevera,20
552,588881600.0,-52.2632,aloevera,20
553,589948233.3333333,-52.16997,aloevera,20
554,591014866.6666666,-52.07673,aloevera,20
555,592081500.0,-51.9835,aloevera,20
556,593148133.3333333,-51.98062,aloevera,20
557,594214766.6666666,-51.97775,aloevera,20
558,595281400.0,-51.97487,aloevera,20
559,596348033.3333333,-51.97199,aloevera,20
560,597414666.6666666,-51.96912,aloevera,20
561,598481300.0,-51.90329,aloevera,20
562,599547933.3333333,-51.83746,aloevera,20
563,600614566.6666666,-51.77162,aloevera,20
564,601681200.0,-51.70579,aloevera,20
565,602747833.3333333,-51.63996,aloevera,20
566,603814466.6666666,-51.66076,aloevera,20
567,604881100.0,-51.68155,aloevera,20
568,605947733.3333333,-51.70234,aloevera,20
569,607014366.6666666,-51.72314,aloevera,20
570,608081000.0,-51.74393,aloevera,20
571,609147633.3333333,-51.60988,aloevera,20
572,610214266.6666666,-51.47582,aloevera,20
573,611280900.0,-51.34177,aloevera,20
574,612347533.3333333,-51.20771,aloevera,20
575,613414166.6666666,-51.07365,aloevera,20
576,614480800.0,-51.05473,aloevera,20
577,615547433.3333333,-51.0358,aloevera,20
578,616614066.6666666,-51.01687,aloevera,20
579,617680700.0,-50.99794,aloevera,20
580,618747333.3333333,-50.97901,aloevera,20
581,619813966.6666666,-50.90504,aloevera,20
582,620880600.0,-50.83107,aloevera,20
583,621947233.3333333,-50.7571,aloevera,20
584,623013866.6666666,-50.68313,aloevera,20
585,624080500.0,-50.60915,aloevera,20
586,625147133.3333333,-50.61842,aloevera,20
587,626213766.6666666,-50.6277,aloevera,20
588,627280400.0,-50.63697,aloevera,20
589,628347033.3333333,-50.64624,aloevera,20
590,629413666.6666666,-50.65551,aloevera,20
591,630480300.0,-50.55936,aloevera,20
592,631546933.3333333,-50.46321,aloevera,20
593,632613566.6666666,-50.36706,aloevera,20
594,633680200.0,-50.27091,aloevera,20
595,634746833.3333333,-50.17476,aloevera,20
596,635813466.6666666,-50.07595,aloevera,20
597,636880100.0,-49.97713,aloevera,20
598,637946733.3333333,-49.87831,aloevera,20
599,639013366.6666666,-49.7795,aloevera,20
600,640080000.0,-49.68069,aloevera,20
601,641146633.3333333,-49.62678,aloevera,20
602,642213266.6666666,-49.57288,aloevera,20
603,643279900.0,-49.51897,aloevera,20
604,644346533.3333333,-49.46507,aloevera,20
605,645413166.6666666,-49.41116,aloevera,20
606,646479800.0,-49.32341,aloevera,20
607,647546433.3333333,-49.23566,aloevera,20
608,648613066.6666666,-49.14792,aloevera,20
609,649679700.0,-49.06017,aloevera,20
610,650746333.3333333,-48.97242,aloevera,20
611,651812966.6666666,-48.97459,aloevera,20
612,652879600.0,-48.97675,aloevera,20
613,653946233.3333333,-48.97891,aloevera,20
614,655012866.6666666,-48.98108,aloevera,20
615,656079500.0,-48.98323,aloevera,20
616,657146133.3333333,-48.98085,aloevera,20
617,658212766.6666666,-48.97846,aloevera,20
618,659279400.0,-48.97607,aloevera,20
